Ano e mês do lançamento,Código Órgão Superior,Nome Órgão Superior,Código Órgão Subordinado,Nome Órgão Subordinado,Código Unidade Gestora,Nome Unidade Gestora,Código Gestão,Nome Gestão,Código Unidade Orçamentária,Nome Unidade Orçamentária,Código Função,Nome Função,Código Subfução,Nome Subfunção,Código Programa Orçamentário,Nome Programa Orçamentário,Código Ação,Nome Ação,Código Plano Orçamentário,Plano Orçamentário,Código Programa Governo,Nome Programa Governo,UF,Município,Código Subtítulo,Nome Subtítulo,Código Localizador,Nome Localizador,Sigla Localizador,Descrição Complementar Localizador,Código Autor Emenda,Nome Autor Emenda,Código Categoria Econômica,Nome Categoria Econômica,Código Grupo de Despesa,Nome Grupo de Despesa,Código Elemento de Despesa,Nome Elemento de Despesa,Código Modalidade da Despesa,Modalidade da Despesa,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$),Valor Restos a Pagar Inscritos (R$),Valor Restos a Pagar Cancelado (R$),Valor Restos a Pagar Pagos (R$)
2025/01,35000,Ministério das Relações Exteriores,35000,Ministério das Relações Exteriores - Unidades com vínculo direto,240283,EMBAIXADA DO BRASIL EM LA PAZ - MOEDA LOCAL,1,TESOURO NACIONAL,35101,MINISTERIO DAS RELACOES EXTERIORES,7,Relações exteriores,211,Relações diplomáticas,2316,RELACOES INTERNACIONAIS E ASSISTENCIA A BRASILEIRAS E BRASILEIROS NO EXTERIOR,20WW,RELACOES E NEGOCIACOES BILATERAIS,000E,SERVICOS E MANUTENCAO DO POSTO (SMP),00,Sem informação,,,20WW0002,RELACOES E NEGOCIACOES BILATERAIS   - EXTERIOR,2,RELACOES E NEGOCIACOES BILATERAIS   - EXTERIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,90,Aplicações Diretas,"45843,57","45843,57","45843,57","0,00","0,00","0,00"
2025/01,52000,Ministério da Defesa,52121,Comando do Exército,160395,COMANDO DO COMANDO MILITAR DO SUL,1,TESOURO NACIONAL,52101,MINISTERIO DA DEFESA,5,Defesa nacional,182,Defesa civil,6111,COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL,21H2,EMPREGO CONJUNTO DAS FORCAS ARMADAS NAS ACOES DE PROTECAO E DEFESA CIVIL,CP11,"CALAMIDADE PUBLICA - MEDIDA PROVISORIA N. 1.218, DE 11 DE MAIO DE 2024 - ATIVIDADES LOGISTICAS ESTRATEGICAS- CHELOG/EMCFA",00,Sem informação,RS,,21H26500,EMPREGO CONJUNTO DAS FORCAS ARMADAS N - NO ESTADO DO RIO GRA,6500,EMPREGO CONJUNTO DAS FORCAS ARMADAS N - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","3014,58"
2025/01,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,154359,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,26266,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,26266,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE",20RK,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,0000,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,00,Sem informação,RS,,20RK0043,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DO RIO GRA,43,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,36,Outros Serviços de Terceiros - Pessoa Físic,90,Aplicações Diretas,"30000,00","23655,02","0,00","0,00","0,00","35658,17"
2025/01,26000,Ministério da Educação,26409,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",158122,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",26409,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",26409,"INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS",00,Sem informação,MG,,20RL0031,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DE MINAS G,31,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,90,Aplicações Diretas,"60000,00","0,00","0,00","0,00","0,00","50265,39"
2025/01,49000,Ministério do Desenvolvimento Agrário e Agr,22211,Companhia Nacional de Abastecimento,135587,CONAB SEDE SUREG RORAIMA,22211,COMPANHIA NACIONAL DE ABASTECIMENTO,49202,COMPANHIA NACIONAL DE ABASTECIMENTO,21,Organização agrária,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0001,COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,90,Aplicações Diretas,"12844,27","4068,74","0,00","0,00","0,00","0,00"
2025/01,36000,Ministério da Saúde,36210,Hospital Nossa Senhora da Conceição S.A.,366003,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,36210,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,36210,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,10,Saúde,302,Assistência hospitalar e ambulatorial,5118,ATENCAO ESPECIALIZADA A SAUDE,6217,ATENCAO A SAUDE NOS SERVICOS AMBULATORIAIS E HOSPITALARES DO MINISTERIO DA SAUDE,0003,CUSTEIO DAS UNIDADES DO GRUPO HOSPITALAR CONCEICAO,00,Sem informação,RS,PORTO ALEGRE,62175027,ATENCAO A SAUDE NOS SERVICOS AMBULATO - NO MUNICIPIO DE PORT,5027,ATENCAO A SAUDE NOS SERVICOS AMBULATO - NO MU,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,90,Aplicações Diretas,"3147481,47","2449482,58","120351,49","0,00","0,00","923186,38"
2025/01,26000,Ministério da Educação,26406,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",158421,INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA,26406,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",26406,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",12,Educação,363,Ensino profissional,5112,EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",00,Sem informação,ES,,20RL0032,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DO ESPIRIT,32,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,37,Locação de Mão-de-Obra,90,Aplicações Diretas,"15418,42","0,00","0,00","0,00","0,00","22039,07"
2025/01,26000,Ministério da Educação,26241,Universidade Federal do Paraná,153079,UNIVERSIDADE FEDERAL DO PARANA,15232,UNIVERSIDADE FEDERAL DO PARANA,26241,UNIVERSIDADE FEDERAL DO PARANA,12,Educação,364,Ensino superior,5113,"EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE",20RK,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,0000,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,00,Sem informação,PR,,20RK0041,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ESTADO DO PARANA,41,FUNCIONAMENTO DE INSTITUICOES FEDERAI - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"466342,94","6088,06","6088,06","0,00","3756,04","1809816,02"
2025/01,46000,Ministério da Gestão e da Inovação em Ser,46000,Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto,170032,SUPERINTENDENCIA REG. ADM. DO MGI - PIAUI,1,TESOURO NACIONAL,46101,MINIST.DA GESTAO E DA INOVACAO EM SERV.PUBLIC,4,Administração,127,Ordenamento territorial,2301,TRANSFORMACAO DO ESTADO PARA A CIDADANIA E O DESENVOLVIMENTO,20U4,GOVERNANCA DO PATRIMONIO IMOBILIARIO DA UNIAO,0006,GESTAO E FORTALECIMENTO DAS UNIDADES DA SECRETARIA DE PATRIMONIO DA UNIAO,00,Sem informação,,,20U40001,GOVERNANCA DO PATRIMONIO IMOBILIARIO - NACIONAL,1,GOVERNANCA DO PATRIMONIO IMOBILIARIO - NACION,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"6839,35","0,00","0,00","0,00","0,00","7213,25"
2025/01,30000,Ministério da Justiça e Segurança Pública,30802,Polícia Rodoviária Federal,200117,SUPERINTENDENCIA DA PRF EM SAO PAULO,1,TESOURO NACIONAL,30107,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0001,OUTRAS DESPESAS ADMINISTRATIVAS,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"497445,14","101107,21","62870,49","0,00","0,00","299189,57"
2025/01,25000,Ministério da Fazenda,25000,Ministério da Fazenda - Unidades com vínculo direto,170700,COORD.GERAL DE CONTR.E EXEC.DE OPER.FISCAIS.,1,TESOURO NACIONAL,74101,RECURSOS SOB SUPERV. DO MIN. FAZENDA - OOC/MF,20,Agricultura,608,Promoção da produção agropecuária,1191,AGRICULTURA FAMILIAR E AGROECOLOGIA,0281,"SUBVENCAO ECONOMICA EM OPERACOES NO AMBITO DO PROGRAMA NACIONAL DE FORTALECIMENTO DA AGRICULTURA FAMILIAR - PRONAF (LEI N. 8.427, DE 1992)",CP40,"CALAMIDADE PUBLICA - MEDIDA PROVISORIA N. 1.254, DE 21 DE AGOSTO DE 2024",00,Sem informação,RS,,02816502,SUBVENCAO ECONOMICA EM OPERACOES NO A - NO ESTADO DO RIO GRA,6502,SUBVENCAO ECONOMICA EM OPERACOES NO A - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,45,Subvenções econômicas,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","0,00","14866844,60"
2025/01,52000,Ministério da Defesa,52131,Comando da Marinha,721000,ESCOLA DE GUERRA NAVAL,1,TESOURO NACIONAL,52131,COMANDO DA MARINHA,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,00,Sem informação,,,212B0001,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIONAL,1,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"110136,90","11484,27","11058,17","0,00","846,00","24900,80"
2025/01,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,168007,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE,16501,INDUSTRIA DE MATERIAL BELICO DO BRASIL,52221,INDUSTRIA DE MATERIAL BELICO DO BRASIL-IMBEL,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0005,AUXILIO-ALIMENTACAO DE CIVIS ATIVOS,00,Sem informação,,,212B0001,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIONAL,1,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"1520000,00","235809,44","235809,44","0,00","0,00","3482,72"
2025/01,52000,Ministério da Defesa,52131,Comando da Marinha,762600,CENTRO DE INSTRUCAO ALMIRANTE ALEXANDRINO,1,TESOURO NACIONAL,52131,COMANDO DA MARINHA,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0006,ALIMENTACAO DE MILITARES ATIVOS EM RANCHO,00,Sem informação,,,212B0001,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIONAL,1,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,30,Material de Consumo,90,Aplicações Diretas,"682857,90","60995,12","0,00","0,00","0,00","111793,12"
2025/01,26000,Ministério da Educação,26455,Universidade Federal do Delta do Parnaíba,156680,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,26455,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,26455,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,12,Educação,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,212B,"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0005,AUXILIO-ALIMENTACAO DE CIVIS ATIVOS,00,Sem informação,,,212B0020,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NA REGIAO NORDESTE,20,BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NA RE,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,4,Contratação por Tempo Determinado,90,Aplicações Diretas,"54121,42","54024,44","0,00","0,00","1000,00","46681,81"
2025/01,56000,Ministério das Cidades,29205,Empresa de Trens Urbanos de Porto Alegre,275060,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A,27208,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A,56201,EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A,15,Urbanismo,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,20TP,ATIVOS CIVIS DA UNIAO,0000,ATIVOS CIVIS DA UNIAO,00,Sem informação,RS,,20TP0043,ATIVOS CIVIS DA UNIAO         - NO ESTADO DO RIO GRA,43,ATIVOS CIVIS DA UNIAO         - NO ESTADO DO ,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,11,Vencimentos e Vantagens Fixas - Pessoal Civil,90,Aplicações Diretas,"14922829,74","13143459,48","3352042,18","0,00","0,00","7112257,15"
2025/01,26000,Ministério da Educação,26448,Universidade Federal do Sul e Sudeste do Pará,158718,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,26448,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,26448,UNIV.FED.DO SUL E SUDESTE DO PARA - UNIFESSPA,28,Encargos especiais,846,Outros encargos especiais,909,OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS,00S6,"BENEFICIO ESPECIAL - LEI N. 12.618, DE 2012",0000,"BENEFICIO ESPECIAL - LEI N. 12.618, DE 2012",00,Sem informação,PA,,00S60015,"BENEFICIO ESPECIAL - LEI N. 12.618, D - NO ESTADO DO PARA",15,"BENEFICIO ESPECIAL - LEI N. 12.618, D - NO ES",-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,1,Pessoal e Encargos Sociais,3,Pensões,90,Aplicações Diretas,"19236,00","1599,27","0,00","0,00","0,00","1599,27"
2025/01,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155910,HOSPITAL UNIVERSITARIO DE LAGARTO,26443,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,302,Assistência hospitalar e ambulatorial,5118,ATENCAO ESPECIALIZADA A SAUDE,8585,ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE,0000,ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE - DESPESAS DIVERSAS,00,Sem informação,SE,,85850028,ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ESTADO DE SERGIPE,28,ATENCAO A SAUDE DA POPULACAO PARA PRO - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"759426,06","0,00","0,00","0,00","0,00","7165,63"
2025/01,25000,Ministério da Fazenda,25000,Ministério da Fazenda - Unidades com vínculo direto,170058,SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF,1,TESOURO NACIONAL,25103,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,4,Administração,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0002,ADMINISTRACAO DA UNIDADE - RFB,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"113312,79","1000,00","1000,00","0,00","0,00","78699,73"
2025/01,39000,Ministério dos Transportes,39252,Departamento Nacional de Infraestrutura de Transportes,393003,DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.,39252,DEPTO. NAC. DE INFRA±ESTRUTURA DE TRANSPORTES,39252,DEPTO.NAC.DE INFRA-ESTRUTURA DE TRANSPORTES,26,Transporte,782,Transporte rodoviário,3106,TRANSPORTE RODOVIARIO,163Q,INTERVENCOES PARA RECUPERACAO E RESTAURACAO DE RODOVIAS FEDERAIS,00MA,MANUTENCAO RODOVIARIA SOBRE SUPERVISAO DA SUPERINTENDENCIA REGIONAL DO DNIT/MARANHAO,PA,Sem informação,,,163Q0020,INTERVENCOES PARA RECUPERACAO E RESTA - NA REGIAO NORDESTE,20,INTERVENCOES PARA RECUPERACAO E RESTA - NA RE,-1,Sem informação,,SEM EMENDA,4,DESPESAS DE CAPITAL,4,Investimentos,51,Obras e Instalações,90,Aplicações Diretas,"29344030,46","0,00","0,00","0,00","0,00","26521538,11"
2025/01,52000,Ministério da Defesa,52121,Comando do Exército,160195,COMANDO DO COMANDO MILITAR DO NORDESTE,1,TESOURO NACIONAL,52121,COMANDO DO EXERCITO,5,Defesa nacional,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0004,MANUTENCAO GERAL,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"37078,21","4000,00","4000,00","0,00","0,00","2992,63"
2025/01,46000,Ministério da Gestão e da Inovação em Ser,46000,Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto,170100,SUPERINT. REG. ADM. DO MGI - ESPIRITO SANTO,1,TESOURO NACIONAL,40101,MINISTERIO DO TRABALHO E EMPREGO,11,Trabalho,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,4815,FUNCIONAMENTO DAS UNIDADES DESCENTRALIZADAS,0000,FUNCIONAMENTO DAS UNIDADES DESCENTRALIZADAS - DESPESAS DIVERSAS,00,Sem informação,,,48150001,FUNCIONAMENTO DAS UNIDADES DESCENTRAL - NACIONAL,1,FUNCIONAMENTO DAS UNIDADES DESCENTRAL - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,92,Despesas de Exercícios Anteriores,90,Aplicações Diretas,"229683,84","229362,15","208755,11","0,00","0,00","0,00"
2025/01,30000,Ministério da Justiça e Segurança Pública,30108,Polícia Federal,200378,SUPERINTENDENCIA REGIONAL NO ESTADO DE RO,1,TESOURO NACIONAL,30108,DEPARTAMENTO DE POLICIA FEDERAL,6,Segurança pública,122,Administração geral,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2000,ADMINISTRACAO DA UNIDADE,0001,OUTRAS DESPESAS ADMINISTRATIVAS,00,Sem informação,,,20000001,ADMINISTRACAO DA UNIDADE       - NACIONAL,1,ADMINISTRACAO DA UNIDADE       - NACIONAL,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,47,Obrigações Tributárias e Contributivas,90,Aplicações Diretas,"4000,00","0,00","0,00","0,00","0,00","3122,87"
2025/01,26000,Ministério da Educação,26240,Universidade Federal da Paraíba,153074,CENTRO DE CIENC.HUMA. SOC. E AGRARIAS DA UFPB,15231,UNIVERSIDADE FEDERAL DA PARAIBA,26240,UNIVERSIDADE FEDERAL DA PARAIBA,12,Educação,363,Ensino profissional,5012,EDUCACAO PROFISSIONAL E TECNOLOGICA,20RL,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",0000,"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",00,Sem informação,PB,,20RL0025,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ESTADO DA PARAIBA,25,FUNCIONAMENTO DAS INSTITUICOES DA RED - NO ES,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,33,Passagens e Despesas com Locomoção,90,Aplicações Diretas,"0,00","0,00","0,00","0,00","8021,10","0,00"
2025/01,52000,Ministério da Defesa,52904,Fundo do Exército,167450,14 REGIMENTO DE CAVALARIA MECANIZADO,1,TESOURO NACIONAL,52921,FUNDO DO EXERCITO,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0007,ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR,00,Sem informação,,,20040001,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL,1,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"71245,21","0,00","0,00","0,00","0,00","0,00"
2025/01,33000,Ministério da Previdência Social,37202,Instituto Nacional do Seguro Social,510178,SUPERINTENDENCIA REGIONAL SUDESTE I,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33201,INSTITUTO NACIONAL DO SEGURO SOCIAL,9,Previdência social,122,Administração geral,2314,"PREVIDENCIA SOCIAL: PROMOCAO, GARANTIA DE DIREITOS E CIDADANIA",21FT,ATENDIMENTO DA CLIENTELA PREVIDENCIARIA,0001,MANUTENCAO DO FUNCIONAMENTO DA PREVIDENCIA SOCIAL,00,Sem informação,,,21FT0001,ATENDIMENTO DA CLIENTELA PREVIDENCIAR - NACIONAL,1,ATENDIMENTO DA CLIENTELA PREVIDENCIAR - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,47,Obrigações Tributárias e Contributivas,90,Aplicações Diretas,"46393,69","29922,75","27239,03","0,00","0,00","0,00"
2025/01,30000,Ministério da Justiça e Segurança Pública,30802,Polícia Rodoviária Federal,200129,SUPERINTENDENCIA DA PRF EM ALAGOAS,1,TESOURO NACIONAL,30107,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,6,Segurança pública,181,Policiamento,5116,SEGURANCA PUBLICA COM CIDADANIA,2723,"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO",0007,SERVICOS DE APOIO OPERACIONAL,00,Sem informação,,,27230001,"POLICIAMENTO, FISCALIZACAO, ENFRENTAM - NACIONAL",1,"POLICIAMENTO, FISCALIZACAO, ENFRENTAM - NACIO",-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"3765,55","0,00","0,00","0,00","0,00","1027,93"
2025/01,52000,Ministério da Defesa,52904,Fundo do Exército,167545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,1,TESOURO NACIONAL,52921,FUNDO DO EXERCITO,5,Defesa nacional,331,Proteção e benefícios ao trabalhador,32,PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO,2004,"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES",0007,ATENDIMENTO MEDICO-HOSPITALAR - PARTICIPACAO DO MILITAR,00,Sem informação,,,20040001,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIONAL,1,ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NACIO,-1,Sem informação,,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,39,Outros Serviços de Terceiros - Pessoa Juríd,90,Aplicações Diretas,"186077,83","0,00","0,00","0,00","0,00","10542,16"
